"","Position","Unknown","Views","Clicks"
"1121","2","1012",6,0
"1122","0","1001",16,1
"1123","1","1005",60384,90
"1124","0","1005",69600,285
"1125","0","1002",15600,825
"1126","0","1012",255,4
"1127","2","1005",93,2
"1128","2","1008",18,1
"1129","0","1001",7,0
"1130","2","1012",5,0
"1131","0","1012",498,3
"1132","0","1005",71945,319
"1133","1","1005",63161,99
"1134","0","1002",13785,819
"1135","0","1001",12,0
"1136","1","1012",617,2
"1137","2","1005",133,3
"1138","2","1008",15,1
"1139","2","1012",2,0
"1140","0","1002",13300,803
"1141","1","1005",67326,100
"1142","0","1005",80137,339
"1143","1","1012",471,2
"1144","0","1012",504,4
"1145","2","1005",137,2
"1146","2","1008",25,1
"1147","0","1001",16,1
"1148","2","1012",4,0
"1149","1","1005",66892,85
"1150","0","1002",16074,899
"1151","0","1005",78065,320
"1152","1","1012",302,2
"1153","0","1012",465,5
"1154","2","1005",211,2
"1155","0","1001",19,0
"1156","2","1008",19,1
"1157","2","1012",2,0
"1158","0","1010",3,1
"1159","1","1005",67309,103
"1160","0","1005",79805,324
"1161","0","1002",16387,865
"1162","1","1012",282,1
"1163","0","1012",2209,7
"1164","2","1005",137,2
"1165","2","1008",16,1
"1166","2","1012",24,0
"1167","0","1001",9,0
"1168","0","1005",1,0
"1169","0","1010",1,0
"1170","0","1005",3,1
"1171","0","1005",91597,359
"1172","1","1005",60903,98
"1173","0","1002",15040,845
"1174","0","1012",2547,4
"1175","1","1012",249,1
"1176","2","1005",122,2
"1177","0","1001",6,0
"1178","2","1008",6,0
"1179","2","1012",7,1
"1180","1","1005",55389,109
"1181","0","1005",80597,345
"1182","0","1002",13780,828
"1183","0","1012",2144,5
"1184","2","1005",115,3
"1185","1","1012",173,2
"1186","0","1001",2,0
"1187","2","1008",4,0
"1188","2","1012",2,0
"1189","1","1005",54781,96
"1190","0","1005",79318,341
"1191","0","1002",10415,762
"1192","0","1012",2176,7
"1193","2","1005",152,2
"1194","1","1012",213,2
"1195","2","1012",4,0
"1196","2","1008",3,1
"1197","0","1001",1,0
"1198","1","1005",45753,98
"1199","0","1005",69977,316
"1200","0","1012",1740,4
"1201","0","1002",7949,638
"1202","2","1005",118,2
"1203","1","1012",24,1
"1204","0","1010",1,0
"1205","2","1012",5,1
"1206","2","1008",7,1
"1207","1","1005",38667,77
"1208","0","1005",59363,311
"1209","0","1002",7876,598
"1210","0","1012",1777,4
"1211","2","1005",78,2
"1212","2","1008",5,1
"1213","1","1012",17,1
"1214","0","1010",2,0
"1215","0","1001",2,0
"1216","2","1012",1,0
"1217","1","1005",30201,76
"1218","0","1005",37702,262
"1219","0","1012",1486,5
"1220","0","1002",4690,402
"1221","2","1005",33,2
"1222","2","1008",4,1
"1223","1","1012",19,1
"1224","0","1001",1,0
"1225","2","1012",2,1
"1226","0","1005",29574,194
"1227","1","1005",26008,63
"1228","0","1012",1188,5
"1229","0","1002",3856,335
"1230","2","1005",12,2
"1231","1","1012",23,1
"1232","0","1010",1,1
"1233","2","1012",1,1
"1234","2","1008",2,0
"1235","0","1001",2,0
"1236","0","1005",24625,175
"1237","1","1005",17484,59
"1238","0","1002",3045,265
"1239","0","1012",1184,4
"1240","1","1012",30,1
"1241","2","1005",12,2
"1242","0","1001",4,0
"1243","2","1008",1,1
"1244","1","1005",19844,62
"1245","0","1005",27684,180
"1246","0","1002",3886,280
"1247","0","1012",1425,5
"1248","0","1001",3,0
"1249","1","1012",26,1
"1250","2","1005",13,2
"1251","2","1008",4,1
"1252","1","1005",16943,54
"1253","0","1005",28309,141
"1254","0","1012",1266,5
"1255","0","1002",2979,218
"1256","1","1012",44,2
"1257","2","1005",21,1
"1258","2","1012",1,0
"1259","2","1008",1,0
"1260","0","1001",3,0
"1261","0","1005",21467,140
"1262","0","1012",1797,5
"1263","1","1005",12110,55
"1264","0","1002",3397,253
"1265","1","1012",233,2
"1266","0","1001",10,0
"1267","2","1008",3,1
"1268","2","1005",15,1
"1269","2","1012",2,0
"1270","0","1005",22847,157
"1271","0","1002",14418,387
"1272","1","1005",13643,58
"1273","0","1012",1552,4
"1274","2","1005",8,1
"1275","1","1012",272,2
"1276","0","1001",6,0
"1277","2","1012",2,0
"1278","2","1008",5,0
"1279","0","1010",3,0
"1280","0","1002",13438,401
"1281","0","1005",25022,191
"1282","1","1005",18238,84
"1283","0","1012",2032,5
"1284","1","1012",601,2
"1285","2","1005",44,2
"1286","2","1012",3,0
"1287","0","1010",1,0
"1288","2","1008",3,0
"1289","1","1005",29755,88
"1290","0","1002",18225,549
"1291","0","1005",35312,217
"1292","0","1012",2256,6
"1293","2","1005",53,2
"1294","1","1012",894,2
"1295","2","1008",7,1
"1296","2","1012",4,0
"1297","0","1001",5,0
"1298","0","1005",37130,270
"1299","1","1005",40093,98
"1300","0","1002",22273,671
"1301","1","1012",276,2
"1302","0","1012",1654,4
"1303","2","1005",119,2
"1304","0","1001",5,0
"1305","0","1010",6,2
"1306","2","1008",10,0
"1307","2","1012",3,0
"1308","0","1002",22619,665
"1309","1","1005",48859,107
"1310","0","1005",58984,271
"1311","0","1012",566,6
"1312","2","1005",132,2
"1313","1","1012",383,1
"1314","2","1008",18,1
"1315","2","1012",7,0
"1316","0","1001",3,0
"1317","0","1005",66171,278
"1318","0","1002",18482,733
"1319","1","1005",50155,101
"1320","0","1012",450,5
"1321","1","1012",315,1
"1322","2","1005",111,3
"1323","2","1012",28,1
"1324","2","1008",9,1
"1325","0","1001",7,0
"1326","0","1005",68652,244
"1327","0","1002",18371,774
"1328","1","1005",31599,93
"1329","1","1012",230,1
"1330","0","1012",344,1
"1331","2","1005",86,2
"1332","0","1001",6,1
"1333","2","1008",8,1
"1334","2","1012",6,0
"1335","0","1005",63689,270
"1336","1","1005",28639,91
"1337","0","1002",16547,709
"1338","1","1012",305,1
"1339","0","1012",553,5
"1340","2","1008",14,1
"1341","2","1005",67,4
"1342","2","1012",7,1
"1343","0","1001",9,0
"1344","0","1005",59237,252
"1345","1","1005",25832,67
"1346","0","1002",13323,680
"1347","1","1012",346,1
"1348","0","1012",830,5
"1349","2","1005",61,2
"1350","0","1001",37,0
"1351","2","1012",5,1
"1352","2","1008",11,1
"1353","1","1005",15749,53
"1354","0","1005",34509,189
"1355","0","1002",13223,609
"1356","0","1012",693,7
"1357","1","1012",325,1
"1358","0","1001",16,0
"1359","2","1005",57,2
"1360","2","1008",11,0
"1361","2","1012",10,1
"1362","0","1002",9054,484
"1363","1","1005",23188,60
"1364","0","1005",29606,213
"1365","0","1012",669,4
"1366","2","1005",76,2
"1367","2","1008",15,1
"1368","1","1012",161,1
"1369","2","1012",12,1
"1370","0","1001",22,0
"1371","0","1002",20694,781
"1372","1","1005",26716,66
"1373","0","1005",46096,262
"1374","0","1012",722,5
"1375","0","1001",24,0
"1376","2","1012",39,1
"1377","2","1005",145,2
"1378","2","1008",9,1
"1379","0","1010",3,0
"1380","1","1012",1,0
"1381","0","1005",59425,251
"1382","0","1002",20924,827
"1383","1","1005",30091,87
"1384","0","1012",616,4
"1385","2","1005",117,3
"1386","0","1001",28,1
"1387","2","1008",16,1
"1388","2","1012",18,1
"1389","1","1012",1,0
"1390","0","1010",1,0
"1391","0","1005",39887,241
"1392","1","1005",28373,81
"1393","0","1002",10037,619
"1394","0","1012",284,5
"1395","2","1005",66,2
"1396","2","1012",7,1
"1397","2","1008",2,0
"1398","1","1012",2,0
"1399","0","1010",1,0
"1400","0","1001",1,0
"1401","1","1005",29957,79
"1402","0","1002",11234,654
"1403","0","1005",37684,235
"1404","2","1012",7,0
"1405","0","1012",252,4
"1406","2","1005",96,2
"1407","2","1008",5,1
"1408","0","1001",2,0
"1409","0","1005",66409,287
"1410","1","1005",46340,91
"1411","0","1002",23612,948
"1412","0","1012",425,4
"1413","2","1005",101,2
"1414","2","1012",12,2
"1415","0","1001",6,0
"1416","2","1008",6,1
"1417","1","1012",5,1
"1418","0","1010",1,1
"1419","1","1005",63326,88
"1420","0","1005",77388,314
"1421","0","1002",29787,1074
"1422","2","1008",15,1
"1423","0","1012",535,4
"1424","2","1005",149,2
"1425","2","1012",20,1
"1426","0","1001",18,0
"1427","1","1012",27,1
"1428","0","1010",1,0
"1429","0","1005",73444,261
"1430","0","1002",19023,856
"1431","1","1005",50427,84
"1432","2","1005",81,2
"1433","0","1012",30,2
"1434","0","1001",8,1
"1435","2","1012",1,0
"1436","2","1008",18,1
"1437","1","1012",2,0
"1438","0","1005",57282,225
"1439","1","1005",32811,72
"1440","0","1002",13870,664
"1441","2","1005",59,2
"1442","2","1008",13,1
"1443","0","1001",13,0
"1444","0","1010",2,1
"1445","0","1005",35631,158
"1446","1","1005",20344,66
"1447","0","1002",8283,463
"1448","2","1005",32,2
"1449","0","1001",12,0
"1450","2","1008",14,1
"1451","0","1002",5282,379
"1452","0","1005",31512,148
"1453","1","1005",16847,64
"1454","2","1008",14,1
"1455","2","1005",51,2
"1456","0","1001",14,0
"1457","1","1005",15997,52
"1458","0","1005",35409,144
"1459","0","1002",4908,342
"1460","2","1005",47,2
"1461","0","1001",11,0
"1462","2","1008",13,1
"1463","1","1005",15942,61
"1464","0","1005",31039,140
"1465","0","1002",4989,301
"1466","2","1005",37,1
"1467","0","1001",9,0
"1468","0","1012",26,1
"1469","1","1012",1,1
"1470","2","1008",2,0
"1471","0","1002",5222,337
"1472","0","1005",31765,159
"1473","1","1005",15999,65
"1474","0","1012",997,3
"1475","2","1005",30,2
"1476","2","1008",7,1
"1477","1","1012",3,1
"1478","0","1001",6,0
"1479","2","1012",8,2
"1480","0","1002",8064,491
"1481","1","1005",23483,76
"1482","0","1005",43789,201
"1483","0","1012",371,4
"1484","0","1001",10,0
"1485","2","1005",53,3
"1486","2","1008",7,1
"1487","0","1010",1,1
"1488","2","1012",6,1
"1489","1","1005",26205,82
"1490","0","1005",50659,232
"1491","0","1002",9885,564
"1492","2","1012",352,1
"1493","0","1012",515,4
"1494","0","1010",168,1
"1495","2","1005",68,2
"1496","1","1012",35,1
"1497","2","1008",12,1
"1498","0","1001",3,0
"1499","0","1005",25678,207
"1500","1","1005",28402,67
"1501","0","1002",9936,546
"1502","0","1012",929,5
"1503","2","1005",57,2
"1504","2","1012",4,1
"1505","0","1010",13,1
"1506","0","1001",4,0
"1507","1","1012",5,1
"1508","2","1008",7,1
"1509","0","1005",37725,279
"1510","0","1002",10462,593
"1511","1","1005",60154,94
"1512","0","1012",248,3
"1513","2","1005",109,2
"1514","0","1001",4,1
"1515","2","1008",11,1
"1516","2","1012",1,0
"1517","1","1005",73019,98
"1518","0","1005",50006,252
"1519","0","1002",11600,625
"1520","0","1012",312,5
"1521","2","1005",95,2
"1522","2","1012",6,1
"1523","0","1001",6,0
"1524","2","1008",13,1
"1525","0","1005",56111,313
"1526","0","1002",12815,634
"1527","1","1005",81648,98
"1528","0","1012",389,6
"1529","2","1008",5,1
"1530","0","1001",4,0
"1531","2","1005",97,3
"1532","2","1012",12,0
"1533","1","1012",1,0
"1534","0","1005",52425,267
"1535","1","1005",90398,101
"1536","0","1002",11558,647
"1537","2","1012",9,0
"1538","0","1012",311,6
"1539","2","1005",98,2
"1540","0","1001",5,0
"1541","2","1008",3,1
"1542","1","1005",100579,101
"1543","0","1002",14890,679
"1544","0","1005",75280,345
"1545","0","1012",2098,6
"1546","0","1001",4,0
"1547","2","1005",133,2
"1548","1","1012",17,1
"1549","2","1008",3,1
"1550","2","1012",9,0
"1551","0","1002",12117,609
"1552","1","1005",75222,96
"1553","0","1005",82538,358
"1554","0","1012",1023,5
"1555","1","1012",39,2
"1556","2","1005",51,2
"1557","2","1012",3,0
"1558","0","1001",2,0
"1559","0","1002",13907,676
"1560","0","1005",70230,283
"1561","1","1005",82674,84
"1562","0","1012",238,5
"1563","2","1005",73,2
"1564","1","1012",25,1
"1565","2","1012",4,0
"1566","2","1008",1,0
"1567","0","1001",3,0
"1568","0","1005",69860,204
"1569","1","1005",68743,82
"1570","0","1002",13093,657
"1571","0","1012",353,4
"1572","2","1005",86,2
"1573","1","1012",18,1
"1574","0","1001",9,0
"1575","2","1012",2,1
"1576","2","1008",2,1
"1577","0","1005",41569,216
"1578","0","1002",11649,662
"1579","1","1005",69555,85
"1580","0","1012",463,4
"1581","1","1012",22,1
"1582","2","1005",94,2
"1583","0","1001",8,0
"1584","2","1008",3,1
"1585","2","1012",2,0
"1586","0","1010",1,1
"1587","1","1005",107365,99
"1588","0","1005",98280,322
"1589","0","1002",24894,1008
"1590","0","1012",528,8
"1591","2","1005",320,4
"1592","1","1012",82,1
"1593","2","1012",5,0
"1594","2","1008",2,0
"1595","0","1001",3,0
"1596","0","1005",1,0
"1597","0","1005",131381,376
"1598","1","1005",107363,105
"1599","0","1012",528,6
"1600","0","1002",19259,901
"1601","2","1005",503,3
"1602","0","1001",3,0
"1603","2","1012",29,3
"1604","1","1012",134,1
"1605","0","1010",1,0
"1606","2","1008",5,1
"1607","0","1005",2,0
"1608","1","1005",94968,100
"1609","0","1005",103095,345
"1610","0","1002",11156,731
"1611","2","1012",135,0
"1612","2","1005",241,3
"1613","0","1012",854,6
"1614","1","1012",124,2
"1615","2","1008",11,1
"1616","0","1001",1,0
"1617","1","1005",93870,104
"1618","0","1005",104531,345
"1619","0","1002",11372,631
"1620","0","1012",1738,5
"1621","0","1001",7,0
"1622","2","1005",175,2
"1623","2","1012",237,1
"1624","1","1012",163,2
"1625","2","1008",7,1
"1626","0","1005",104987,360
"1627","1","1005",88558,94
"1628","2","1012",282,2
"1629","0","1002",9792,577
"1630","2","1008",8,1
"1631","0","1012",1221,2
"1632","1","1012",108,1
"1633","2","1005",204,2
"1634","0","1001",4,0
"1635","0","1002",11995,609
"1636","0","1005",84956,285
"1637","1","1005",61463,94
"1638","0","1012",88,2
"1639","2","1012",27,1
"1640","2","1005",99,4
"1641","1","1012",4,1
"1642","2","1008",8,1
"1643","0","1001",8,0
"1644","0","1002",8076,471
"1645","0","1005",66092,244
"1646","1","1005",49445,85
"1647","2","1005",53,2
"1648","2","1008",24,1
"1649","0","1010",2,0
"1650","0","1001",2,0
"1651","0","1005",48896,201
"1652","1","1005",39362,75
"1653","0","1002",5205,314
"1654","2","1005",28,2
"1655","2","1008",17,1
"1656","0","1001",2,0
"1657","0","1010",1,0
"1658","0","1005",45591,192
"1659","1","1005",39896,77
"1660","0","1002",4824,306
"1661","0","1010",4,0
"1662","2","1005",54,2
"1663","2","1008",11,1
"1664","0","1001",1,0
"1665","0","1005",40545,139
"1666","1","1005",27713,61
"1667","0","1002",5686,290
"1668","2","1005",31,1
"1669","2","1008",7,0
"1670","0","1010",3,1
"1671","0","1001",3,0
"1672","0","1002",4919,247
"1673","1","1005",24187,60
"1674","0","1005",40300,122
"1675","2","1008",7,1
"1676","2","1005",37,2
"1677","0","1010",1,0
"1678","0","1001",4,0
"1679","0","1012",1,0
"1680","1","1005",18235,60
"1681","0","1005",44051,119
"1682","0","1002",5223,285
"1683","0","1012",58,3
"1684","2","1008",4,1
"1685","0","1010",1,0
"1686","0","1001",4,0
"1687","1","1012",2,1
"1688","2","1005",32,1
"1689","2","1012",3,0
"1690","0","1005",52951,150
"1691","1","1005",26751,70
"1692","0","1002",6983,410
"1693","2","1005",54,2
"1694","0","1012",38,2
"1695","0","1010",2,0
"1696","0","1001",8,0
"1697","2","1008",1,0
"1698","0","1005",51852,207
"1699","1","1005",32955,74
"1700","0","1002",6943,398
"1701","2","1005",74,4
"1702","0","1012",63,2
"1703","1","1012",9,1
"1704","2","1008",9,1
"1705","0","1010",1,0
"1706","0","1001",2,0
"1707","2","1012",4,1
"1708","1","1005",46903,88
"1709","0","1005",57545,257
"1710","0","1002",7988,432
"1711","0","1012",135,2
"1712","2","1008",30,1
"1713","2","1005",75,1
"1714","1","1012",65,1
"1715","0","1010",1,0
"1716","1","1005",46570,86
"1717","0","1005",33624,266
"1718","0","1002",9344,491
"1719","0","1012",119,2
"1720","1","1012",65,1
"1721","2","1005",95,3
"1722","2","1008",29,1
"1723","2","1012",1,0
"1724","0","1005",30201,209
"1725","1","1005",48468,75
"1726","0","1002",7148,446
"1727","0","1012",86,3
"1728","1","1012",78,1
"1729","2","1008",17,1
"1730","2","1005",25,1
"1731","2","1012",2,1
"1732","0","1002",8868,523
"1733","1","1005",47779,78
"1734","0","1005",35445,217
"1735","0","1012",328,3
"1736","1","1012",105,1
"1737","2","1005",33,1
"1738","2","1012",8,0
"1739","2","1008",8,1
"1740","0","1005",68877,246
"1741","0","1002",9339,567
"1742","1","1005",59075,86
"1743","0","1012",1940,5
"1744","2","1008",21,1
"1745","2","1005",51,1
"1746","1","1012",37,1
"1747","2","1012",4,0
"1748","1","1005",62761,94
"1749","0","1005",60685,254
"1750","0","1002",10923,620
"1751","1","1012",73,1
"1752","0","1012",234,1
"1753","2","1005",49,2
"1754","2","1012",3,0
"1755","2","1008",14,1
"1756","0","1001",3,0
"1757","1","1005",53708,90
"1758","0","1005",74522,220
"1759","0","1002",14307,667
"1760","0","1012",174,2
"1761","1","1012",125,1
"1762","2","1005",80,2
"1763","2","1008",6,1
"1764","2","1012",3,0
"1765","0","1001",1,0
"1766","0","1005",102582,216
"1767","1","1005",58096,91
"1768","0","1002",15292,746
"1769","1","1012",391,2
"1770","2","1005",108,1
"1771","0","1001",5,0
"1772","0","1012",219,3
"1773","0","1005",1,0
"1774","2","1008",5,1
"1775","2","1012",6,0
"1776","0","1005",49101,209
"1777","0","1002",12470,599
"1778","1","1005",52547,86
"1779","1","1012",762,2
"1780","0","1012",340,4
"1781","2","1005",74,1
"1782","2","1008",10,1
"1783","2","1012",21,5
"1784","1","1005",62651,88
"1785","0","1005",53884,215
"1786","0","1002",13194,600
"1787","1","1012",483,2
"1788","0","1012",1963,6
"1789","2","1005",114,3
"1790","2","1012",19,1
"1791","2","1008",15,1
"1792","0","1001",4,0
"1793","0","1010",1,0
"1794","1","1005",58818,87
"1795","0","1005",55182,222
"1796","0","1002",13873,644
"1797","1","1012",732,2
"1798","2","1005",111,2
"1799","0","1012",340,4
"1800","2","1012",40,0
"1801","0","1001",6,0
"1802","2","1008",10,1
"1803","0","1002",13460,635
"1804","0","1005",62089,252
"1805","1","1005",71851,97
"1806","1","1012",626,2
"1807","0","1012",333,4
"1808","2","1005",113,3
"1809","2","1008",11,1
"1810","2","1012",5,1
"1811","0","1001",6,0
"1812","0","1010",2,2
"1813","1","1005",61024,93
"1814","0","1005",57119,241
"1815","1","1012",551,1
"1816","0","1002",13674,658
"1817","2","1005",109,2
"1818","0","1012",373,4
"1819","2","1012",5,0
"1820","0","1001",7,1
"1821","2","1008",1,0
"1822","1","1005",53854,79
"1823","0","1005",51660,215
"1824","0","1002",11521,608
"1825","1","1012",30,1
"1826","0","1012",433,2
"1827","2","1005",102,2
"1828","2","1008",1,0
"1829","0","1010",2,1
"1830","2","1012",3,0
"1831","1","1005",47088,83
"1832","0","1005",45853,209
"1833","0","1002",8552,385
"1834","1","1012",135,2
"1835","2","1005",55,2
"1836","0","1012",196,2
"1837","2","1012",2,0
"1838","0","1005",39102,209
"1839","1","1005",36990,76
"1840","0","1002",9022,394
"1841","2","1005",55,2
"1842","0","1012",51,1
"1843","1","1012",7,1
"1844","2","1012",2,0
"1845","0","1002",7634,313
"1846","0","1005",33341,191
"1847","1","1005",32673,70
"1848","0","1012",207,2
"1849","1","1012",11,1
"1850","2","1005",45,1
"1851","2","1012",3,0
"1852","1","1005",28799,65
"1853","0","1005",27366,167
"1854","0","1002",6220,251
"1855","0","1012",187,3
"1856","2","1005",22,2
"1857","1","1012",14,0
"1858","2","1012",2,0
"1859","1","1005",21611,58
"1860","0","1005",22055,167
"1861","0","1002",5640,178
"1862","0","1012",149,2
"1863","1","1012",12,0
"1864","2","1005",17,1
"1865","2","1012",3,0
"1866","0","1005",19823,137
"1867","1","1005",19769,55
"1868","0","1002",4050,196
"1869","0","1012",156,2
"1870","0","1001",5,0
"1871","1","1012",29,1
"1872","2","1005",17,1
"1873","2","1012",5,0
"1874","0","1010",1,0
"1875","1","1005",22677,65
"1876","0","1005",19289,137
"1877","0","1002",4457,216
"1878","0","1012",242,4
"1879","2","1005",25,2
"1880","2","1008",3,1
"1881","1","1012",1,0
"1882","2","1012",3,0
"1883","1","1005",22982,70
"1884","0","1005",20678,150
"1885","0","1002",5831,254
"1886","0","1012",243,2
"1887","2","1005",32,2
"1888","0","1001",3,0
"1889","2","1008",5,1
"1890","0","1010",2,0
"1891","2","1012",2,1
"1892","0","1002",6919,382
"1893","0","1005",25178,127
"1894","1","1005",23823,68
"1895","0","1012",267,4
"1896","2","1005",24,1
"1897","0","1001",5,1
"1898","2","1008",4,0
"1899","2","1012",4,0
"1900","1","1012",2,0
"1901","0","1010",3,0
"1902","1","1005",27211,79
"1903","0","1005",21802,182
"1904","0","1002",9052,434
"1905","0","1012",319,5
"1906","2","1008",10,1
"1907","0","1001",14,1
"1908","2","1005",59,2
"1909","2","1012",3,1
"1910","0","1005",23359,159
"1911","1","1005",28574,90
"1912","0","1002",6992,344
"1913","2","1005",40,2
"1914","0","1012",268,4
"1915","2","1012",4,0
"1916","1","1012",2,0
"1917","2","1008",1,0
"1918","0","1010",1,0
"1919","1","1005",38037,113
"1920","0","1005",26740,198
"1921","0","1002",8029,422
"1922","0","1012",267,2
"1923","1","1012",256,2
"1924","2","1005",87,2
"1925","2","1012",7,0
"1926","0","1010",1,1
"1927","2","1008",2,0
"1928","0","1005",32221,230
"1929","1","1005",44578,108
"1930","0","1002",10812,541
"1931","1","1012",200,2
"1932","0","1012",346,6
"1933","2","1005",100,3
"1934","2","1008",14,1
"1935","2","1012",9,0
"1936","0","1005",45002,216
"1937","1","1005",42256,97
"1938","0","1002",12323,623
"1939","1","1012",158,1
"1940","0","1012",313,4
"1941","2","1005",143,3
"1942","2","1008",11,1
"1943","2","1012",8,0
"1944","0","1005",55459,206
"1945","1","1005",37066,79
"1946","0","1002",11743,561
"1947","0","1012",273,2
"1948","1","1012",93,1
"1949","2","1005",118,3
"1950","2","1008",8,1
"1951","2","1012",5,1
"1952","0","1005",57077,196
"1953","0","1002",11722,604
"1954","1","1005",43395,94
"1955","0","1012",354,4
"1956","2","1008",5,1
"1957","2","1005",158,3
"1958","1","1012",151,1
"1959","0","1001",4,0
"1960","2","1012",16,1
"1961","0","1005",58833,235
"1962","1","1005",43745,91
"1963","0","1002",11369,643
"1964","2","1005",167,2
"1965","1","1012",55,1
"1966","0","1012",347,2
"1967","2","1012",11,0
"1968","0","1001",1,0
"1969","1","1005",46851,84
"1970","0","1005",74423,226
"1971","0","1002",10399,592
"1972","2","1005",139,2
"1973","0","1012",420,5
"1974","2","1012",21,1
"1975","1","1012",3,0
"1976","1","1005",48767,89
"1977","0","1005",73306,236
"1978","0","1002",11134,646
"1979","0","1012",501,3
"1980","1","1012",230,1
"1981","2","1005",139,2
"1982","2","1012",16,3
"1983","0","1005",90278,235
"1984","1","1005",50945,91
"1985","0","1002",8874,544
"1986","0","1012",248,3
"1987","2","1005",87,3
"1988","0","1001",42,0
"1989","1","1012",1,1
"1990","2","1012",1,0
"1991","1","1005",50266,94
"1992","0","1005",83903,237
"1993","0","1002",8933,574
"1994","0","1012",259,6
"1995","2","1005",111,2
"1996","2","1012",5,0
"1997","0","1010",1,0
"1998","1","1005",53182,93
"1999","0","1005",95306,245
"2000","0","1002",9816,591
"2001","2","1005",146,3
"2002","0","1012",309,4
"2003","2","1012",7,0
"2004","1","1005",51487,96
"2005","0","1005",76164,259
"2006","0","1002",7740,523
"2007","2","1005",161,3
"2008","0","1012",305,4
"2009","1","1012",2,0
"2010","2","1012",5,0
"2011","0","1001",2,0
"2012","0","1005",72560,235
"2013","1","1005",44858,88
"2014","0","1002",7103,505
"2015","0","1012",270,4
"2016","1","1012",29,1
"2017","2","1005",109,3
"2018","0","1001",1,0
"2019","2","1012",1,0
"2020","1","1005",37884,79
"2021","0","1005",62352,214
"2022","0","1002",3801,323
"2023","1","1012",288,1
"2024","2","1005",139,3
"2025","0","1012",232,2
"2026","2","1012",1,0
"2027","0","1005",53629,215
"2028","1","1005",35161,78
"2029","0","1002",4499,311
"2030","0","1012",155,2
"2031","1","1012",288,1
"2032","2","1005",100,3
"2033","2","1012",2,0
"2034","0","1005",39859,231
"2035","1","1005",26977,76
"2036","0","1002",5132,338
"2037","1","1012",284,1
"2038","2","1012",1,0
"2039","0","1012",155,3
"2040","2","1005",60,2
"2041","1","1005",23625,67
"2042","0","1005",31524,186
"2043","0","1002",3830,275
"2044","0","1012",191,4
"2045","1","1012",267,1
"2046","2","1005",28,2
"2047","0","1001",1,0
"2048","0","1005",29355,185
"2049","1","1005",24911,65
"2050","0","1002",4732,254
"2051","0","1012",243,4
"2052","1","1012",324,1
"2053","2","1005",42,3
"2054","2","1012",1,0
"2055","0","1005",29939,151
"2056","1","1005",16626,70
"2057","0","1002",2845,183
"2058","1","1012",300,1
"2059","0","1012",304,2
"2060","2","1005",32,4
"2061","2","1012",1,0
"2062","0","1005",25733,122
"2063","1","1005",12694,65
"2064","0","1002",2509,162
"2065","1","1012",264,1
"2066","0","1012",410,4
"2067","2","1005",35,3
"2068","2","1012",1,0
